note_id,route_id,driver_id,hub_id,timestamp,exception_type,body
DN-100343,RTE-IND-20251030-002,DRV-01042,HUB-IND,2025-10-30T14:48:00,customer_nsf,"[10/30 14:48] RTE-IND-20251030-002 / DRV-01042 @ IND
Consignee refused delivery the stop. Return to hub initiated."
DN-100344,RTE-IND-20251226-002,DRV-01031,HUB-IND,2025-12-26T08:25:00,weather,"[12/26 08:25] RTE-IND-20251226-002 / DRV-01031 @ IND
Freezing rain. Driver DRV-01031 pulled early for safety. 6 stops rolled to tomorrow."
DN-100345,RTE-DET-20251121-002,DRV-01004,HUB-DET,2025-11-21T15:25:00,weather,"[11/21 15:25] RTE-DET-20251121-002 / DRV-01004 @ DET
Freezing rain. Driver DRV-01004 pulled early for safety. 4 stops rolled to tomorrow."
DN-100346,RTE-IND-20250328-001,DRV-01024,HUB-IND,2025-03-28T12:51:00,access,"[03/28 12:51] RTE-IND-20250328-001 / DRV-01024 @ IND
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100347,RTE-IND-20250404-001,DRV-01045,HUB-IND,2025-04-04T15:08:00,address,"[04/04 15:08] RTE-IND-20250404-001 / DRV-01045 @ IND
Suite # missing, 1 stops undeliverable. Contacting account for update."
DN-100348,RTE-IND-20251202-002,DRV-01032,HUB-IND,2025-12-02T16:47:00,access,"[12/02 16:47] RTE-IND-20251202-002 / DRV-01032 @ IND
Dock closed early. 5 LTL stops could not unload. Rescheduling AM."
DN-100349,RTE-CIN-20250128-001,DRV-01038,HUB-CIN,2025-01-28T15:31:00,volume,"[01/28 15:31] RTE-CIN-20250128-001 / DRV-01038 @ CIN
Peak volume, truck full. 1 pkgs bumped to overflow route."
DN-100350,RTE-CHI-20250103-002,DRV-01047,HUB-CHI,2025-01-03T17:07:00,access,"[01/03 17:07] RTE-CHI-20250103-002 / DRV-01047 @ CHI
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100351,RTE-DET-20251210-001,DRV-01022,HUB-DET,2025-12-10T18:40:00,traffic,"[12/10 18:40] RTE-DET-20251210-001 / DRV-01022 @ DET
Accident on route, detour added. 3 DEL slipped past commit."
DN-100352,RTE-IND-20250410-001,DRV-01024,HUB-IND,2025-04-10T16:14:00,volume,"[04/10 16:14] RTE-IND-20250410-001 / DRV-01024 @ IND
Overloaded manifest, 39 stops assigned. 1 could not be completed in service window."
DN-100353,RTE-CIN-20251105-002,DRV-01023,HUB-CIN,2025-11-05T18:39:00,mechanical,"[11/05 18:39] RTE-CIN-20251105-002 / DRV-01023 @ CIN
Check-engine light, reduced power. Swapped to spare, 6 stops late."
DN-100354,RTE-CIN-20251212-001,DRV-01034,HUB-CIN,2025-12-12T16:44:00,weather,"[12/12 16:44] RTE-CIN-20251212-001 / DRV-01034 @ CIN
Snow/ice on route. 50 stops ATT, 5 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100355,RTE-CHI-20251209-001,DRV-01020,HUB-CHI,2025-12-09T09:26:00,weather,"[12/09 09:26] RTE-CHI-20251209-001 / DRV-01020 @ CHI
Freezing rain. Driver DRV-01020 pulled early for safety. 4 stops rolled to tomorrow."
DN-100356,RTE-CHI-20250106-002,DRV-01035,HUB-CHI,2025-01-06T14:55:00,volume,"[01/06 14:55] RTE-CHI-20250106-002 / DRV-01035 @ CHI
Overloaded manifest, 31 stops assigned. 5 could not be completed in service window."
DN-100357,RTE-CMH-20250225-002,DRV-01010,HUB-CMH,2025-02-25T12:42:00,weather,"[02/25 12:42] RTE-CMH-20250225-002 / DRV-01010 @ CMH
Whiteout conditions Columbus. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100358,RTE-DET-20250106-001,DRV-01022,HUB-DET,2025-01-06T14:58:00,traffic,"[01/06 14:58] RTE-DET-20250106-001 / DRV-01022 @ DET
Accident on route, detour added. 5 DEL slipped past commit."
DN-100359,RTE-IND-20250513-001,DRV-01188,HUB-IND,2025-05-13T18:43:00,volume,"[05/13 18:43] RTE-IND-20250513-001 / DRV-01188 @ IND
Peak volume, truck full. 2 pkgs bumped to overflow route."
DN-100360,RTE-CIN-20251201-004,DRV-01041,HUB-CIN,2025-12-01T11:35:00,traffic,"[12/01 11:35] RTE-CIN-20251201-004 / DRV-01041 @ CIN
Accident on route, detour added. 2 DEL slipped past commit."
DN-100361,RTE-DET-20250214-003,DRV-01021,HUB-DET,2025-02-14T19:18:00,traffic,"[02/14 19:18] RTE-DET-20250214-003 / DRV-01021 @ DET
I-71 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100362,RTE-DET-20250128-005,DRV-01014,HUB-DET,2025-01-28T12:35:00,access,"[01/28 12:35] RTE-DET-20250128-005 / DRV-01014 @ DET
Dock closed early. 1 LTL stops could not unload. Rescheduling AM."
DN-100363,RTE-CMH-20250102-002,DRV-01028,HUB-CMH,2025-01-02T13:57:00,address,"[01/02 13:57] RTE-CMH-20250102-002 / DRV-01028 @ CMH
Suite # missing, 6 stops undeliverable. Contacting account for update."
DN-100364,RTE-CMH-20251223-006,DRV-01028,HUB-CMH,2025-12-23T11:02:00,volume,"[12/23 11:02] RTE-CMH-20251223-006 / DRV-01028 @ CMH
Peak volume, truck full. 3 pkgs bumped to overflow route."
DN-100365,RTE-CHI-20250130-001,DRV-01047,HUB-CHI,2025-01-30T17:16:00,traffic,"[01/30 17:16] RTE-CHI-20250130-001 / DRV-01047 @ CHI
Accident on route, detour added. 4 DEL slipped past commit."
DN-100366,RTE-IND-20251217-002,DRV-01032,HUB-IND,2025-12-17T15:44:00,customer_nsf,"[12/17 15:44] RTE-IND-20251217-002 / DRV-01032 @ IND
Consignee refused delivery the stop. Return to hub initiated."
DN-100367,RTE-CHI-20250121-001,DRV-01011,HUB-CHI,2025-01-21T10:15:00,volume,"[01/21 10:15] RTE-CHI-20250121-001 / DRV-01011 @ CHI
Overloaded manifest, 53 stops assigned. 6 could not be completed in service window."
DN-100368,RTE-CMH-20250109-003,DRV-01049,HUB-CMH,2025-01-09T10:03:00,weather,"[01/09 10:03] RTE-CMH-20250109-003 / DRV-01049 @ CMH
Snow/ice on route. 62 stops ATT, 4 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100369,RTE-IND-20250126-001,DRV-01042,HUB-IND,2025-01-26T17:49:00,mechanical,"[01/26 17:49] RTE-IND-20250126-001 / DRV-01042 @ IND
Liftgate fault mid-route. DRV-01042 completed 27 stops manual, 3 deferred. VEH flagged for shop."
DN-100370,RTE-IND-20250226-003,DRV-01006,HUB-IND,2025-02-26T09:26:00,traffic,"[02/26 09:26] RTE-IND-20250226-003 / DRV-01006 @ IND
Accident on route, detour added. 5 DEL slipped past commit."
DN-100371,RTE-DET-20250213-002,DRV-01021,HUB-DET,2025-02-13T11:20:00,volume,"[02/13 11:20] RTE-DET-20250213-002 / DRV-01021 @ DET
Peak volume, truck full. 4 pkgs bumped to overflow route."
DN-100372,RTE-CHI-20251107-001,DRV-01048,HUB-CHI,2025-11-07T17:36:00,volume,"[11/07 17:36] RTE-CHI-20251107-001 / DRV-01048 @ CHI
Overloaded manifest, 61 stops assigned. 5 could not be completed in service window."
DN-100373,RTE-IND-20251216-005,DRV-01033,HUB-IND,2025-12-16T07:58:00,traffic,"[12/16 07:58] RTE-IND-20251216-005 / DRV-01033 @ IND
I-94 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100374,RTE-CMH-20251225-002,DRV-01016,HUB-CMH,2025-12-25T07:53:00,weather,"[12/25 07:53] RTE-CMH-20251225-002 / DRV-01016 @ CMH
Snow/ice on route. 47 stops ATT, 6 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100375,RTE-CMH-20251117-004,DRV-01001,HUB-CMH,2025-11-17T07:00:00,traffic,"[11/17 07:00] RTE-CMH-20251117-004 / DRV-01001 @ CMH
Accident on route, detour added. 3 DEL slipped past commit."
DN-100376,RTE-IND-20251106-001,DRV-01188,HUB-IND,2025-11-06T12:18:00,traffic,"[11/06 12:18] RTE-IND-20251106-001 / DRV-01188 @ IND
Accident on route, detour added. 6 DEL slipped past commit."
DN-100377,RTE-CIN-20250101-003,DRV-01002,HUB-CIN,2025-01-01T10:51:00,mechanical,"[01/01 10:51] RTE-CIN-20250101-003 / DRV-01002 @ CIN
Liftgate fault mid-route. DRV-01002 completed 51 stops manual, 1 deferred. VEH flagged for shop."
DN-100378,RTE-CHI-20251230-002,DRV-01017,HUB-CHI,2025-12-30T11:45:00,mechanical,"[12/30 11:45] RTE-CHI-20251230-002 / DRV-01017 @ CHI
Liftgate fault mid-route. DRV-01017 completed 36 stops manual, 4 deferred. VEH flagged for shop."
DN-100379,RTE-CHI-20250121-002,DRV-01017,HUB-CHI,2025-01-21T16:43:00,volume,"[01/21 16:43] RTE-CHI-20250121-002 / DRV-01017 @ CHI
Overloaded manifest, 32 stops assigned. 4 could not be completed in service window."
DN-100380,RTE-CMH-20251218-002,DRV-01036,HUB-CMH,2025-12-18T13:52:00,address,"[12/18 13:52] RTE-CMH-20251218-002 / DRV-01036 @ CMH
Suite # missing, 5 stops undeliverable. Contacting account for update."
DN-100381,RTE-IND-20250212-001,DRV-01032,HUB-IND,2025-02-12T08:11:00,access,"[02/12 08:11] RTE-IND-20250212-001 / DRV-01032 @ IND
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100382,RTE-DET-20250203-002,DRV-01021,HUB-DET,2025-02-03T11:24:00,weather,"[02/03 11:24] RTE-DET-20250203-002 / DRV-01021 @ DET
Snow/ice on route. 30 stops ATT, 4 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100383,RTE-DET-20251121-002,DRV-01004,HUB-DET,2025-11-21T11:37:00,traffic,"[11/21 11:37] RTE-DET-20251121-002 / DRV-01004 @ DET
I-74 closure, major backup. ETA +90m. 4 stops missed cutoff."
DN-100384,RTE-CHI-20250220-002,DRV-01017,HUB-CHI,2025-02-20T07:42:00,address,"[02/20 07:42] RTE-CHI-20250220-002 / DRV-01017 @ CHI
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100385,RTE-DET-20251210-001,DRV-01022,HUB-DET,2025-12-10T15:59:00,access,"[12/10 15:59] RTE-DET-20251210-001 / DRV-01022 @ DET
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100386,RTE-CHI-20250404-001,DRV-01012,HUB-CHI,2025-04-04T11:23:00,traffic,"[04/04 11:23] RTE-CHI-20250404-001 / DRV-01012 @ CHI
I-70 closure, major backup. ETA +90m. 2 stops missed cutoff."
DN-100387,RTE-CIN-20250127-004,DRV-01002,HUB-CIN,2025-01-27T14:47:00,mechanical,"[01/27 14:47] RTE-CIN-20250127-004 / DRV-01002 @ CIN
Check-engine light, reduced power. Swapped to spare, 4 stops late."
DN-100388,RTE-CMH-20251124-003,DRV-01028,HUB-CMH,2025-11-24T19:34:00,traffic,"[11/24 19:34] RTE-CMH-20251124-003 / DRV-01028 @ CMH
I-70 closure, major backup. ETA +90m. 3 stops missed cutoff."
DN-100389,RTE-IND-20251226-002,DRV-01031,HUB-IND,2025-12-26T19:05:00,customer_nsf,"[12/26 19:05] RTE-IND-20251226-002 / DRV-01031 @ IND
Consignee refused delivery the stop. Return to hub initiated."
DN-100390,RTE-CHI-20251117-003,DRV-01017,HUB-CHI,2025-11-17T15:57:00,weather,"[11/17 15:57] RTE-CHI-20251117-003 / DRV-01017 @ CHI
Freezing rain. Driver DRV-01017 pulled early for safety. 1 stops rolled to tomorrow."
DN-100391,RTE-CMH-20251230-001,DRV-01013,HUB-CMH,2025-12-30T15:28:00,access,"[12/30 15:28] RTE-CMH-20251230-001 / DRV-01013 @ CMH
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100392,RTE-IND-20250107-001,DRV-01032,HUB-IND,2025-01-07T08:57:00,customer_nsf,"[01/07 08:57] RTE-IND-20250107-001 / DRV-01032 @ IND
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100393,RTE-CHI-20250205-001,DRV-01047,HUB-CHI,2025-02-05T16:03:00,access,"[02/05 16:03] RTE-CHI-20250205-001 / DRV-01047 @ CHI
Dock closed early. 2 LTL stops could not unload. Rescheduling AM."
DN-100394,RTE-CHI-20251022-003,DRV-01047,HUB-CHI,2025-10-22T13:16:00,volume,"[10/22 13:16] RTE-CHI-20251022-003 / DRV-01047 @ CHI
Overloaded manifest, 55 stops assigned. 3 could not be completed in service window."
DN-100395,RTE-DET-20251030-002,DRV-01037,HUB-DET,2025-10-30T13:22:00,access,"[10/30 13:22] RTE-DET-20251030-002 / DRV-01037 @ DET
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100396,RTE-CHI-20250125-001,DRV-01017,HUB-CHI,2025-01-25T08:59:00,traffic,"[01/25 08:59] RTE-CHI-20250125-001 / DRV-01017 @ CHI
Accident on route, detour added. 4 DEL slipped past commit."
DN-100397,RTE-IND-20250205-002,DRV-01045,HUB-IND,2025-02-05T09:49:00,weather,"[02/05 09:49] RTE-IND-20250205-002 / DRV-01045 @ IND
Freezing rain. Driver DRV-01045 pulled early for safety. 2 stops rolled to tomorrow."
DN-100398,RTE-CIN-20250103-004,DRV-01008,HUB-CIN,2025-01-03T13:28:00,access,"[01/03 13:28] RTE-CIN-20250103-004 / DRV-01008 @ CIN
Dock closed early. 2 LTL stops could not unload. Rescheduling AM."
DN-100399,RTE-CHI-20250130-001,DRV-01047,HUB-CHI,2025-01-30T15:08:00,traffic,"[01/30 15:08] RTE-CHI-20250130-001 / DRV-01047 @ CHI
Accident on route, detour added. 4 DEL slipped past commit."
DN-100400,RTE-DET-20251214-001,DRV-01046,HUB-DET,2025-12-14T15:08:00,customer_nsf,"[12/14 15:08] RTE-DET-20251214-001 / DRV-01046 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100401,RTE-CMH-20251128-003,DRV-01013,HUB-CMH,2025-11-28T14:43:00,traffic,"[11/28 14:43] RTE-CMH-20251128-003 / DRV-01013 @ CMH
Accident on route, detour added. 6 DEL slipped past commit."
DN-100402,RTE-IND-20250425-002,DRV-01032,HUB-IND,2025-04-25T14:22:00,mechanical,"[04/25 14:22] RTE-IND-20250425-002 / DRV-01032 @ IND
Liftgate fault mid-route. DRV-01032 completed 35 stops manual, 2 deferred. VEH flagged for shop."
DN-100403,RTE-IND-20250218-001,DRV-01033,HUB-IND,2025-02-18T19:07:00,traffic,"[02/18 19:07] RTE-IND-20250218-001 / DRV-01033 @ IND
I-71 closure, major backup. ETA +90m. 6 stops missed cutoff."
DN-100404,RTE-IND-20251111-002,DRV-01024,HUB-IND,2025-11-11T07:15:00,volume,"[11/11 07:15] RTE-IND-20251111-002 / DRV-01024 @ IND
Overloaded manifest, 31 stops assigned. 5 could not be completed in service window."
DN-100405,RTE-IND-20251215-002,DRV-01188,HUB-IND,2025-12-15T07:15:00,address,"[12/15 07:15] RTE-IND-20251215-002 / DRV-01188 @ IND
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100406,RTE-CIN-20250108-004,DRV-01019,HUB-CIN,2025-01-08T19:55:00,customer_nsf,"[01/08 19:55] RTE-CIN-20250108-004 / DRV-01019 @ CIN
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100407,RTE-CHI-20250207-002,DRV-01047,HUB-CHI,2025-02-07T18:36:00,weather,"[02/07 18:36] RTE-CHI-20250207-002 / DRV-01047 @ CHI
Whiteout conditions Chicago. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100408,RTE-IND-20251215-002,DRV-01188,HUB-IND,2025-12-15T12:15:00,address,"[12/15 12:15] RTE-IND-20251215-002 / DRV-01188 @ IND
Suite # missing, 4 stops undeliverable. Contacting account for update."
DN-100409,RTE-CIN-20250218-003,DRV-01041,HUB-CIN,2025-02-18T13:19:00,mechanical,"[02/18 13:19] RTE-CIN-20250218-003 / DRV-01041 @ CIN
Check-engine light, reduced power. Swapped to spare, 1 stops late."
DN-100411,RTE-DET-20250103-004,DRV-01014,HUB-DET,2025-01-03T17:24:00,traffic,"[01/03 17:24] RTE-DET-20250103-004 / DRV-01014 @ DET
Accident on route, detour added. 3 DEL slipped past commit."
DN-100412,RTE-CIN-20251203-002,DRV-01019,HUB-CIN,2025-12-03T13:11:00,weather,"[12/03 13:11] RTE-CIN-20251203-002 / DRV-01019 @ CIN
Freezing rain. Driver DRV-01019 pulled early for safety. 2 stops rolled to tomorrow."
DN-100413,RTE-CHI-20250815-003,DRV-01017,HUB-CHI,2025-08-15T18:09:00,mechanical,"[08/15 18:09] RTE-CHI-20250815-003 / DRV-01017 @ CHI
Check-engine light, reduced power. Swapped to spare, 3 stops late."
DN-100414,RTE-CMH-20250205-002,DRV-01039,HUB-CMH,2025-02-05T15:33:00,traffic,"[02/05 15:33] RTE-CMH-20250205-002 / DRV-01039 @ CMH
Accident on route, detour added. 2 DEL slipped past commit."
DN-100415,RTE-IND-20250126-001,DRV-01042,HUB-IND,2025-01-26T14:54:00,weather,"[01/26 14:54] RTE-IND-20250126-001 / DRV-01042 @ IND
Whiteout conditions Indianapolis. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100416,RTE-DET-20251225-002,DRV-01021,HUB-DET,2025-12-25T07:17:00,volume,"[12/25 07:17] RTE-DET-20251225-002 / DRV-01021 @ DET
Overloaded manifest, 39 stops assigned. 3 could not be completed in service window."
DN-100417,RTE-DET-20251204-002,DRV-01037,HUB-DET,2025-12-04T17:35:00,customer_nsf,"[12/04 17:35] RTE-DET-20251204-002 / DRV-01037 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100418,RTE-DET-20250507-002,DRV-01037,HUB-DET,2025-05-07T11:58:00,traffic,"[05/07 11:58] RTE-DET-20250507-002 / DRV-01037 @ DET
I-70 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100419,RTE-DET-20250216-002,DRV-01046,HUB-DET,2025-02-16T08:47:00,traffic,"[02/16 08:47] RTE-DET-20250216-002 / DRV-01046 @ DET
Accident on route, detour added. 3 DEL slipped past commit."
DN-100420,RTE-DET-20250211-005,DRV-01004,HUB-DET,2025-02-11T13:58:00,address,"[02/11 13:58] RTE-DET-20250211-005 / DRV-01004 @ DET
Suite # missing, 5 stops undeliverable. Contacting account for update."
DN-100421,RTE-IND-20251014-004,DRV-01188,HUB-IND,2025-10-14T11:16:00,address,"[10/14 11:16] RTE-IND-20251014-004 / DRV-01188 @ IND
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100422,RTE-IND-20251111-003,DRV-01033,HUB-IND,2025-11-11T19:53:00,address,"[11/11 19:53] RTE-IND-20251111-003 / DRV-01033 @ IND
Suite # missing, 5 stops undeliverable. Contacting account for update."
DN-100423,RTE-DET-20251218-006,DRV-01004,HUB-DET,2025-12-18T10:47:00,customer_nsf,"[12/18 10:47] RTE-DET-20251218-006 / DRV-01004 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100424,RTE-IND-20250226-002,DRV-01045,HUB-IND,2025-02-26T16:46:00,traffic,"[02/26 16:46] RTE-IND-20250226-002 / DRV-01045 @ IND
Accident on route, detour added. 1 DEL slipped past commit."
DN-100425,RTE-IND-20251112-001,DRV-01188,HUB-IND,2025-11-12T13:36:00,access,"[11/12 13:36] RTE-IND-20251112-001 / DRV-01188 @ IND
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100426,RTE-DET-20250205-003,DRV-01046,HUB-DET,2025-02-05T12:16:00,traffic,"[02/05 12:16] RTE-DET-20250205-003 / DRV-01046 @ DET
Accident on route, detour added. 2 DEL slipped past commit."
DN-100427,RTE-CIN-20251204-001,DRV-01034,HUB-CIN,2025-12-04T09:46:00,mechanical,"[12/04 09:46] RTE-CIN-20251204-001 / DRV-01034 @ CIN
Check-engine light, reduced power. Swapped to spare, 3 stops late."
DN-100428,RTE-CMH-20250225-002,DRV-01010,HUB-CMH,2025-02-25T09:58:00,customer_nsf,"[02/25 09:58] RTE-CMH-20250225-002 / DRV-01010 @ CMH
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100429,RTE-CHI-20251111-001,DRV-01011,HUB-CHI,2025-11-11T17:03:00,traffic,"[11/11 17:03] RTE-CHI-20251111-001 / DRV-01011 @ CHI
I-94 closure, major backup. ETA +90m. 5 stops missed cutoff."
DN-100430,RTE-CMH-20251113-001,DRV-01013,HUB-CMH,2025-11-13T08:45:00,customer_nsf,"[11/13 08:45] RTE-CMH-20251113-001 / DRV-01013 @ CMH
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100431,RTE-CHI-20251218-001,DRV-01048,HUB-CHI,2025-12-18T07:39:00,mechanical,"[12/18 07:39] RTE-CHI-20251218-001 / DRV-01048 @ CHI
Check-engine light, reduced power. Swapped to spare, 6 stops late."
DN-100432,RTE-CMH-20250121-002,DRV-01028,HUB-CMH,2025-01-21T15:26:00,weather,"[01/21 15:26] RTE-CMH-20250121-002 / DRV-01028 @ CMH
Snow/ice on route. 56 stops ATT, 6 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100433,RTE-CIN-20250211-001,DRV-01026,HUB-CIN,2025-02-11T11:01:00,weather,"[02/11 11:01] RTE-CIN-20250211-001 / DRV-01026 @ CIN
Freezing rain. Driver DRV-01026 pulled early for safety. 1 stops rolled to tomorrow."
DN-100434,RTE-CMH-20250115-004,DRV-01010,HUB-CMH,2025-01-15T09:06:00,volume,"[01/15 09:06] RTE-CMH-20250115-004 / DRV-01010 @ CMH
Overloaded manifest, 20 stops assigned. 6 could not be completed in service window."
DN-100435,RTE-CHI-20250729-001,DRV-01007,HUB-CHI,2025-07-29T15:16:00,mechanical,"[07/29 15:16] RTE-CHI-20250729-001 / DRV-01007 @ CHI
Check-engine light, reduced power. Swapped to spare, 1 stops late."
DN-100436,RTE-CIN-20250110-001,DRV-01003,HUB-CIN,2025-01-10T13:29:00,weather,"[01/10 13:29] RTE-CIN-20250110-001 / DRV-01003 @ CIN
Freezing rain. Driver DRV-01003 pulled early for safety. 3 stops rolled to tomorrow."
DN-100437,RTE-CMH-20251211-004,DRV-01049,HUB-CMH,2025-12-11T17:52:00,weather,"[12/11 17:52] RTE-CMH-20251211-004 / DRV-01049 @ CMH
Snow/ice on route. 41 stops ATT, 1 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100438,RTE-CHI-20250408-001,DRV-01017,HUB-CHI,2025-04-08T07:05:00,address,"[04/08 07:05] RTE-CHI-20250408-001 / DRV-01017 @ CHI
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100439,RTE-DET-20250106-001,DRV-01022,HUB-DET,2025-01-06T17:00:00,mechanical,"[01/06 17:00] RTE-DET-20250106-001 / DRV-01022 @ DET
Liftgate fault mid-route. DRV-01022 completed 19 stops manual, 5 deferred. VEH flagged for shop."
DN-100440,RTE-CHI-20251105-002,DRV-01011,HUB-CHI,2025-11-05T19:21:00,mechanical,"[11/05 19:21] RTE-CHI-20251105-002 / DRV-01011 @ CHI
Liftgate fault mid-route. DRV-01011 completed 51 stops manual, 3 deferred. VEH flagged for shop."
DN-100441,RTE-DET-20250909-003,DRV-01046,HUB-DET,2025-09-09T18:56:00,mechanical,"[09/09 18:56] RTE-DET-20250909-003 / DRV-01046 @ DET
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100442,RTE-CHI-20250719-001,DRV-01007,HUB-CHI,2025-07-19T11:57:00,access,"[07/19 11:57] RTE-CHI-20250719-001 / DRV-01007 @ CHI
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100443,RTE-IND-20250212-003,DRV-01033,HUB-IND,2025-02-12T10:37:00,weather,"[02/12 10:37] RTE-IND-20250212-003 / DRV-01033 @ IND
Snow/ice on route. 37 stops ATT, 1 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100444,RTE-CIN-20251212-001,DRV-01034,HUB-CIN,2025-12-12T11:10:00,traffic,"[12/12 11:10] RTE-CIN-20251212-001 / DRV-01034 @ CIN
I-90 closure, major backup. ETA +90m. 5 stops missed cutoff."
DN-100446,RTE-CIN-20251112-001,DRV-01008,HUB-CIN,2025-11-12T08:27:00,access,"[11/12 08:27] RTE-CIN-20251112-001 / DRV-01008 @ CIN
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100447,RTE-CIN-20250101-001,DRV-01023,HUB-CIN,2025-01-01T16:25:00,volume,"[01/01 16:25] RTE-CIN-20250101-001 / DRV-01023 @ CIN
Peak volume, truck full. 4 pkgs bumped to overflow route."
DN-100448,RTE-DET-20250429-003,DRV-01014,HUB-DET,2025-04-29T14:31:00,volume,"[04/29 14:31] RTE-DET-20250429-003 / DRV-01014 @ DET
Overloaded manifest, 20 stops assigned. 1 could not be completed in service window."
DN-100449,RTE-CMH-20251218-001,DRV-01015,HUB-CMH,2025-12-18T09:43:00,access,"[12/18 09:43] RTE-CMH-20251218-001 / DRV-01015 @ CMH
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100450,RTE-CHI-20250106-003,DRV-01035,HUB-CHI,2025-01-06T10:45:00,weather,"[01/06 10:45] RTE-CHI-20250106-003 / DRV-01035 @ CHI
Snow/ice on route. 28 stops ATT, 3 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100451,RTE-DET-20250130-001,DRV-01037,HUB-DET,2025-01-30T19:40:00,access,"[01/30 19:40] RTE-DET-20250130-001 / DRV-01037 @ DET
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100452,RTE-DET-20251128-001,DRV-01004,HUB-DET,2025-11-28T08:00:00,access,"[11/28 08:00] RTE-DET-20251128-001 / DRV-01004 @ DET
Dock closed early. 5 LTL stops could not unload. Rescheduling AM."
DN-100453,RTE-DET-20250226-003,DRV-01037,HUB-DET,2025-02-26T09:05:00,weather,"[02/26 09:05] RTE-DET-20250226-003 / DRV-01037 @ DET
Snow/ice on route. 46 stops ATT, 1 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100454,RTE-DET-20250615-001,DRV-01021,HUB-DET,2025-06-15T13:06:00,address,"[06/15 13:06] RTE-DET-20250615-001 / DRV-01021 @ DET
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100455,RTE-CMH-20250116-002,DRV-01036,HUB-CMH,2025-01-16T16:50:00,weather,"[01/16 16:50] RTE-CMH-20250116-002 / DRV-01036 @ CMH
Whiteout conditions Columbus. Held 4 pkgs at hub, road closures on the north loop. POD delayed."
DN-100456,RTE-CIN-20250217-001,DRV-01026,HUB-CIN,2025-02-17T19:05:00,access,"[02/17 19:05] RTE-CIN-20250217-001 / DRV-01026 @ CIN
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100457,RTE-DET-20251125-003,DRV-01021,HUB-DET,2025-11-25T09:08:00,address,"[11/25 09:08] RTE-DET-20251125-003 / DRV-01021 @ DET
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100458,RTE-DET-20250130-001,DRV-01037,HUB-DET,2025-01-30T09:27:00,weather,"[01/30 09:27] RTE-DET-20250130-001 / DRV-01037 @ DET
Whiteout conditions Detroit. Held 4 pkgs at hub, road closures on the north loop. POD delayed."
DN-100459,RTE-CMH-20251208-001,DRV-01043,HUB-CMH,2025-12-08T12:16:00,volume,"[12/08 12:16] RTE-CMH-20251208-001 / DRV-01043 @ CMH
Overloaded manifest, 40 stops assigned. 6 could not be completed in service window."
